,Unnamed: 0,As of Date: 9/17/2020Current,6/30/2020,3/31/2020,12/31/2019,9/30/2019,6/30/2019
0,Market Cap (intraday) 5,57.08B,55.46B,51.88B,90.96B,86.95B,83.42B
1,Enterprise Value 3,,,,,,
2,Trailing P/E,11.92,9.51,8.28,13.63,12.99,12.54
3,Forward P/E 1,12.35,15.97,7.92,13.33,12.33,12.15
4,PEG Ratio (5 yr expected) 1,20.58,3.71,2.99,3.18,3.08,2.38
5,Price/Sales (ttm),2.53,2.49,2.38,4.11,3.91,3.76
6,Price/Book (mrq),1.24,1.22,1.13,1.91,1.85,1.80
7,Enterprise Value/Revenue 3,,,,,,
8,Enterprise Value/EBITDA 6,,,,,,
