,Unnamed: 0,As of Date: 9/10/2020Current,7/31/2020,4/30/2020,1/31/2020,10/31/2019,7/31/2019
0,Market Cap (intraday) 5,2.34B,1.88B,1.81B,4.93B,4.68B,7.02B
1,Enterprise Value 3,9.61B,8.94B,8.61B,12.13B,11.53B,13.83B
2,Trailing P/E,3.24,,3.24,5.15,4.61,6.40
3,Forward P/E 1,2.93,,2.93,6.51,5.61,7.21
4,PEG Ratio (5 yr expected) 1,0.91,,0.91,,,
5,Price/Sales (ttm),0.11,0.08,0.07,0.20,0.18,0.28
6,Price/Book (mrq),1.01,0.70,0.28,0.81,0.74,1.11
7,Enterprise Value/Revenue 3,0.46,2.40,2.73,1.41,2.15,2.42
8,Enterprise Value/EBITDA 6,-2.97,-21.08,-2.22,16.17,37.81,34.23
