,Unnamed: 0,As of Date: 9/10/2020Current,6/30/2020,3/31/2020,12/31/2019,9/30/2019,6/30/2019
0,Market Cap (intraday) 5,240.99B,198.60B,172.04B,257.59B,232.10B,251.31B
1,Enterprise Value 3,282.30B,239.71B,213.29B,299.15B,283.61B,298.16B
2,Trailing P/E,51.22,48.69,17.31,23.07,17.31,15.65
3,Forward P/E 1,50.76,36.23,23.15,27.10,21.41,21.46
4,PEG Ratio (5 yr expected) 1,14.08,10.03,3.89,3.34,3.19,3.19
5,Price/Sales (ttm),3.46,2.59,2.24,3.46,3.19,3.52
6,Price/Book (mrq),2.81,2.20,1.92,2.90,2.57,2.77
7,Enterprise Value/Revenue 3,4.05,20.35,11.84,14.34,14.85,14.73
8,Enterprise Value/EBITDA 6,40.30,-79.77,77.33,69.70,95.59,78.59
